keyword,pagenumber,title,location,region,salary,worktype,advertiser,classification,jd,url
Business-Intelligence,8,b'\r\n        BI Business Analyst - 3-6 Month Contract - URGENT\r\n      ',b'Sydney'," CBD, Inner West & Eastern Suburbs",b'$750.00 p/d 3-6 month contract',b'Contract/Temp',TRS - IT &amp; Communications - ,b'Information &amp; Communication Technology',"['\n', <strong>BI Business Analyst - 3-6 Month Contract</strong>, <br/>, '\n', <br/>, '\r\nBRAND NEW role just in requiring someone for 3-6 months \xa0with a fantastic customer on an interesting and long term program working with some of the latest technology on the market.\xa0', <br/>, '\n', <br/>, '\r\nWe need an experienced Business Analyst who has a strong understanding of Business Intelligence/Data Warehousing. Strong stakeholder management skills and the ability to adapt to a fast changing environment are essential.', <br/>, '\n', <br/>, '\n', <strong>Required Skills/Experience</strong>, '\n', <ul>
<li>Essential experience working as a Business Analyst on complex Business Intelligence projects (Enterprise level tools i.e. OBIEE, SAP BO, MS BI) 
</li><li>Ability to understand business and technical issues for a large government department or private company
</li><li>Ability to deal with multiple simultaneous projects and deadlines. </li><li>Strong analytical and problem-solving skills with a high attention to detail.
</li><li>Outstanding English communication skills (verbal and written). </li><li>Self-starter </li><li>Proven experience in complex workflow requirements.  </li><li>Proven track record in liaising with a diverse range of business stakeholders to gather reporting requirements.
</li></ul>, '\r\nThis is a ', <strong>landmark program </strong>, ""and you'll have the opportunity to work in an outstanding environment. \xa0If you're available at short notice please APPLY TODAY."", <br/>, '\r\n\xa0', <br/>, '\n']",https://www.seek.com.au/job/33352077?type=standard&tier=no_tier&pos=145&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'SAP BW/BI Senior Consultant\r\n      ',b'Sydney'," CBD, Inner West & Eastern Suburbs",b'6+ month Contract',b'Contract/Temp',BT People P/L - ,b'Information &amp; Communication Technology',"['SAP BW/BI Senior Consultant wanted for Greenfield reporting solution, this contract role is based in Sydney CBD.', <br/>, '\n', <br/>, '\r\nOur client is an extremely well branded BI, Data and Analytics Consultancy. \xa0', <br/>, '\n', <br/>, '\n', <strong>Project Scope &amp; <strong>Some Job Functions:</strong><br/>
</strong>, <br/>, '\r\nThe project itself is a green field reporting solution. There are two initiatives they are looking to deliver in the next 4 months.\xa0', <br/>, '\r\n\xa0\xa0', <br/>, '\r\nFor both projects, the consultant will be expected to perform both ETL and reporting duties in a BW context, mostly indepedently. Working from a recently established solution blue-print to essentially surface these first two subject areas of information out\r\n to the business.\xa0', <br/>, '\n', <br/>, '\n', <br/>, '\n', <strong>To be eligible for the role you will have the following skills / experience:</strong>, <br/>, '\n', <ul>
<li>Minimum of 7 years experience in the area of SAP BI/BW; showing experience implementing end to end BW projects - BW System design, Expert in Data-Modeling, Data Extraction, Scheduling and Monitoring
</li><li>Expert in SAP BW components, for example: InfoObjects, InfoCubes, ODS, Multiproviders, InfoSources, Hierarchies, transformations, InfoPackages, Queries, Process chains
</li><li>Must also be consultative, business minded and be adaptable to highly customized SAP systems.
</li><li>ABAP knowledge preferable (required for BW routines, transformations, function modules etc.)
</li><li>Proven Data modeling experience (InfoObjects, InfoCubes, DSO's, Multiproviders etc.)
</li><li>Data extraction experience from multiple data sources, SAP and non-SAP. </li><li>Proficient in developing complex BEx queries </li><li>Good to have - modeling and report development experience in various modules of SAP like FICO, HR, PS and Logistics etc based on standard and custom data flows.
</li><li>Desirable to have have HANA Experience on SAP BW Design &amp; development on large implementation projects.
</li><li>Excellent troubleshooting and problem solving skills. </li><li>Great interpersonal and communication skills with particular emphasis in the areas of team collaboration, stakeholder consultation and negotiation in order to resolve issues and meet changing customer needs relevant to the provision of Business Intelligence
 services. </li></ul>, '\n', <ul>
</ul>, '\n', <strong><strong>Full Australian work rights are expected by client for this role.</strong><br/>
<br/>
</strong>, 'My client is in a position to move quickly in order to secure the right candidate.', <br/>, '\n', <br/>, '\n', <strong><em>All Resume's received are held in absolute trust; we do not submit any profiles to clients without discussions, full role disclosure and your written consent to represent.</em><br/>
</strong>, <br/>, '\r\nPlease submit your CV in\xa0MS.Word\xa0using the APPLY link below. \xa0', <br/>, '\n', <br/>, '\r\nYann Guillaume', <br/>, '\r\nGeneral Manager\xa0', <br/>, '\r\nTalent Acquisition & Services', <br/>, '\n', <br/>, '\r\nBTPeople is an ITCRA Certified recruitment organisation.', <br/>, '\n', <br/>, '\r\nApply now if you meet the above criteria!!', <br/>, '\n', <br/>, '\r\nFollow us on LinkedIn for all career opportunities and news updates on', <br/>, '\n', <em><strong>http://www.linkedin.com/company/bt-people-pty-ltd</strong></em>, '\n']",https://www.seek.com.au/job/33352177?type=standout&tier=no_tier&pos=146&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'Snr DW Developer - Informatica\r\n      ',b'Sydney',,b'Circa. $130K - $150K (neg. on exp.)',b'Full Time',Perigon Group Pty Limited - ,b'Information &amp; Communication Technology',"[<br/>, '\r\nThe Environment: The local data warehouse and business intelligence solutions service over 600 users across ANZ for Management, Regulatory, Risk and Operational reporting', <br/>, '\r\n\xa0', <br/>, '\r\nThe Job:', <br/>, '\r\n\xa0', <br/>, '\r\n• Provide robust Data Warehouse architectural and development solutions for all areas of the company, including a facilitation of data product synergies, ensuring consistent and efficient technical delivery of information.', <br/>, ""\r\n• Provide significant input into how the company's data solutions will be designed through the on going transformation"", <br/>, '\r\n• Ensure all aspects of the system lifecycle (i.e. analysis, testing, documentation, support) are properly managed in accordance with standards / policies, and that all approved tasks are completed on time.', <br/>, '\r\n• Ensure that the business needs are met, and hence be involved in analysis, user requirements, fixes / enhancements to existing ETL processes and reporting, as well as any new changes and reporting requirements.', <br/>, '\r\n• Development of technical design/configuration solutions against approved Business Requirements.\r\n', <br/>, '\r\n\xa0', <br/>, '\r\n\xa0', <br/>, ""\r\nIf you have a very strong background in Informatica DW Development (5-10 years plus), preferably in a banking or fin services background and you'd like to exercise your architectural skills, then Apply now!\r\n"", <br/>, '\r\n\xa0', <br/>, '\r\nFor more information contact Martin Fletcher on martin.fletcher@perigongroup.com.au\r\n        ']",https://www.seek.com.au/job/33352104?type=standout&tier=no_tier&pos=147&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'Commercial Analyst: salary $100k + Super + Car\r\n        ',b'Sydney', North West & Hills District,b'$100k + Super + Car',b'Full Time',Reo Group - ,b'Accounting',"['\n', <p><strong>Salary:</strong> salary $100k + Super + Car<br/>
<br/>
<strong>Location:</strong> Norwest<br/>
<strong>Role:</strong> enhance the business' use of BI tools to drive insight led commercial analytics and support business growth.<br/>
<br/>
<strong>Role Overview</strong><br/>
<br/>
Reporting to the Head of Rporting &amp; Analytics, this Commercial Analyst takes ownership for leveraging internal and external data to shape actionable insights that help drive improved performance for the business. You will use this information to engage a broad
 range of stakeholders and shape the story behind the numbers.<br/>
<br/>
The Commercial Analyst has primary day-to-day responsibility for delivering critical business reporting, outline key drivers for performance compared to expectations and help shape thinking around forward looking scenarios. The key success factor will be your
 ability to engage the broader business to align commercial analysis and reporting to business needs.<br/>
<br/>
Demonstrated competence in analytics, strong system skills and an ability to align commercial reporting to business needs will set you apart in being successful for this role.<br/>
<br/>
<strong>Responsibilities</strong></p>, '\n', <ul>
<li>Identify key opportunities to enhance the business' commercial reporting and analysis.</li><li>Build strong relationships with key business partners to shape business performance metrics and financial KPI reporting.</li><li>Enhance the business’ commercial reporting and analytics that help articulate key drivers of performance compared to plan.</li><li>Deliver ongoing weekly, monthly and ad hoc commercial reporting, and shape commentary and insights through collaborative engagement with your stakeholders.</li><li>Contribute to review of potential risks and opportunities.</li><li>Support the development of commercial targets and perform related calculations and reconciliations of actual performance v target.</li><li>Own your wellbeing, development and contribute to broader team engagement plans.</li></ul>, '\n', <p><strong>Candidate Profile</strong><br/>
<br/>
You are CA/CPA qualified commercial analyst that is passionate about leveraging technology to help deliver analytics.<br/>
<br/>
Bring natural curiosity in your thinking and an engaging style that allows you to build strong relationships with your business partners, you are focussed on driving continuous improvement to help a business succeed. You also have a natural ability to cut through
 data and information to shape a story that is easy for your stakeholders to understand.</p>, '\n', <p>Previous experience in data analytics with business intelligence tools and SAP is highly desirable.<br/>
<br/>
<strong>Culture &amp; Benefits</strong><br/>
<br/>
The organisation is a highly regarded FMCG business that is focussed on elevating the best talent. This provides a unique opportunity to join a high performance culture that prides itself on strong engagement and a passion for their business.</p>, '\n', <ul>
<li>Share a passion - be part of a strong team culture</li><li>Add value - be instrumental in shaping enhanced analysis around business performance</li><li>Be rewarded - salary $100k + Super + Car</li></ul>, '\n', <p><strong>Apply</strong><br/>
<br/>
If this sounds like you, please send your resume by clicking the “apply” link below addressing
<em>Tom Nisevic</em> quoting reference number TNCA3321 in the subject line. For a confidential chat, please contact REO on 02 8211 3488.</p>, '\n']",https://www.seek.com.au/job/33350130?type=standout&tier=no_tier&pos=148&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'Tech Lead\r\n    ',b'Sydney',,,b'Full Time',2XM Technology Pty Ltd - ,b'Information &amp; Communication Technology',"['\n', <p><br/>
This is an exciting opportunity to join their Agile development team in a key new role working on full bespoke business management system (unimaginatively christened ""Dashboard""). This bespoke application suite is at the heart of their business and covers key
 business functions including ecommerce, customer relationship management, purchasing, warehousing, logistics, and business intelligence.<br/>
This role is suited to a talented individual keen to move into a Technical Team Lead position who is keen to support our development operations by analyzing and converting business requirements into product deliverables and working hands-on with the team.<br/>
The role will require a wide range of skills from technical leadership &amp; product design through to research &amp; analysis.<br/>
Every person in the team counts and if you are a great team player whilst extremely committed to achieving the best then this role is for you.<br/>
 <br/>
<strong>Skills &amp; Experience</strong></p>, '\n', <ul>
<li>10 years software development experience </li><li>5 years’ experience in .NET </li><li>Experience working in agile product development teams </li><li>Experience with any of the following technologies: Angular 2, ASP.NET MVC, Web API 2 ,MySQL , WinForms, PostgreSQL, AWS
</li><li>Active involvement in .NET development communities </li><li>A team player with a passion for excellence</li></ul>, '\n', <p> <br/>
 <br/>
 <br/>
 </p>, '\n', <p>Send CV to darren.ruane@2xmtechnology.com.au</p>, '\n']",https://www.seek.com.au/job/33349706?type=standard&tier=no_tier&pos=149&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'Business Performance Analyst\r\n    ',b'Sydney'," CBD, Inner West & Eastern Suburbs",,b'Full Time',IAG - ,b'Banking &amp; Financial Services',"['\n', <ul>
<li>Work for one of Australia's Leading General Insurers </li><li>12 month fixed term contract </li><li>Competitive salary package including 13% Superannuatuin </li></ul>, '\n', <p><strong>About Us</strong></p>, '\n', <p>IAG is the largest general insurance group in Australia and New Zealand, with a growing presence in Asia. IAG owns some of the region's most trusted brands, including NRMA Insurance, CGU, SGIO, SGIC, WFI and Swann Insurance.</p>, '\n', <p>At IAG, we believe that everyone has a unique point of view to share, shaped by their life experiences, cultures &amp; passions. We celebrate and commit to:</p>, '\n', <ul>
<li>#Proud to be me – we value difference, not sameness </li><li>#Together – harnessing our collective wisdom enables us to bring our best for our customers &amp; each other
</li><li>#No boxes – it's not about labels, boxes or categories, rather it's about building a diversity, inclusion &amp; belonging mindset into everything we do
</li></ul>, '\n', <p>In addition to a diverse and inclusive culture, some of our benefits include 13% superannuation, 50% insurance discounts, flexible work and leave options, generous parental leave and return to work program, recognition and reward program, and various corporate
 partner discounts.</p>, '\n', <p><strong>The Role</strong></p>, '\n', <p>Working in the Property Business Performance Team, the Business Performance Analyst will focus on supporting business leaders to understand performance, opportunities and challenges via analysis and insights</p>, '\n', <p> </p>, '\n', <p><strong>Responsibilities:</strong></p>, '\n', <ul>
<li>Produce and / or receive regular business reporting and analysis for key stakeholders
</li><li>Support business managers to understand business issues and opportunities to improve decision making effectiveness
</li><li>Undertake ad hoc analysis and modelling as required to support business initiatives
</li><li>Automate and streamline BAU reporting / analytical processes </li><li>Look for new/unique approaches to how work is done and strive to continuously improve analysis, process and quality
</li><li>Monitor efficiency and work practices, and modify procedures to provide a more efficient and effective analytics service to the functional units
</li><li>Develop good working relationships with key stakeholders to assist in meeting business objectives
</li><li>Address issues promptly and provide transparency in priorities </li><li>Deliver on customer service excellence objectives </li><li>Liaise with Business Intelligence to initiate opportunities to industrialise reporting
</li><li>In partnership with R&amp;P community, coordinate the completion of business budget / forecasts in accordance with Personal Insurance timetables and requirements
</li><li>Review business assumptions to ensure budget / forecasts quality and accuracy
</li><li>Coordinate issues management for consistency across business units / products
</li><li>Prepare appropriate documentation for business review showing key assumptions and the output of forecasts and budgets for the purpose of management review
</li></ul>, '\n', <p><strong>Keys skills and experience required</strong></p>, '\n', <ul>
<li>Advanced Microsoft Excel skills </li><li>Effectively uses technical capabilities to monitor and evaluate performance </li><li>Advanced ability to interpret numerical data and clearly communicate the analysis to stakeholders
</li><li>Strong understanding of business / statistical modelling </li><li>Understanding of business drivers and resulting impact of organisational performance
</li></ul>, '\n', <p><strong>Culture &amp; Benefits</strong></p>, '\n', <ul>
<li>Be empowered to drive innovation through early adoption of bleeding edge communication technology
</li><li>Charged with experimentation to lead and drive changes to the way the greater IAG work
</li><li>Agile working environment inclusive of non-fixed seating arrangements, lockers and tool boxes.
</li><li>Dress for your day with smart casual the norm </li><li>Communication and collaboration is a key focus and everyone encouraged to come up with ideas
</li><li>100% open floor plan (even the CEO finds a new desk each morning) </li><li>Many of the extra mile perks including a barista daily making free coffee, treadmill work stations, adjustable heights for workstations
</li><li>Extremely relaxed culture with a space themed environment adding to the fun in the day
</li><li>Monthly awards to employees - including the “best idea of the month” </li></ul>, '\n', <p>In addition to a diverse and inclusive culture, some of our benefits include 13% superannuation, 50% insurance discounts, flexible work and leave options. Visit our website to find out more.</p>, '\n', <p><strong>How to Apply</strong></p>, '\n', <p>To submit your interest in this role, please click the ‘Apply' button below.</p>, '\n']",https://www.seek.com.au/job/33349573?type=standard&tier=no_tier&pos=150&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'BI Reporting Analyst - Big Four Bank\r\n      ',b'Sydney'," CBD, Inner West & Eastern Suburbs",b'$70k - $120k p.a.',b'Full Time',Morgan McKinley - ,b'Information &amp; Communication Technology',"['\n', <p>This is a fantastic opportunity to join one of the big four banks wealth divisions as a Business Intelligence analyst. This a pivotal role within the business where you will use your business intelligence skills to work with large data warehouses that support
 the performance and analytics team.</p>, '\n', <p>This is a very customer facing role and this organisation value employees who have strong communication skills and commercial experience. You will be working in a close knit team who have strong expertise and a passion for their work.</p>, '\n', <p>This role would suit someone who is has some experience of busniness analysis and wants to blend this with technical knowledge.</p>, '\n', <p><strong>The successful candidate will have:</strong></p>, '\n', <ul>
<li>
<p>Strong communications skills with the ability to influence and engage with senior stakeholders</p>
</li><li>
<p>Strong Microsoft BI Stack (SSIS, SSAS, SSRS) experience</p>
</li><li>
<p>SQL and VBA experience</p>
</li><li>
<p>Good experience with SQL server</p>
</li><li>Those with Business Analysis experience will be preferred </li><li>
<p>Experience with Data warehouses and data modelling</p>
</li><li>
<p>Highly driven with the ability to push the boundaries of business intelligence</p>
</li><li>
<p>Produce engaging reports that help drive the business</p>
</li><li>
<p>Banking or financial services experience would be highly desirable</p>
</li></ul>, '\n', <p>If this permanent opportunity sounds like it's right for you please send your CV to lyoung@morganmckinley.com.au</p>, '\n', <p><br/>
Please note that due to the quick turnaround for role only local candidates will be considered.</p>, '\n', <p>Morgan McKinley is acting as an Employment Agency in relation to this vacancy.</p>, '\n', <div class=""videoembed"" id=""FlashContent""></div>, '\n']",https://www.seek.com.au/job/33348497?type=standout&tier=no_tier&pos=151&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,,b'Sydney'," CBD, Inner West & Eastern Suburbs",b'Entry Level Role',b'Full Time',Macquarie Group Limited - ,b'Information &amp; Communication Technology',"['\n', <p><strong>Software Development Engineer Graduates </strong></p>, '\n', <p>Commodities and Global Markets (CGM) has the largest and most diverse technology team at Macquarie. CGM is a global trading business with exposure to all major markets
</p>, '\n', <p>As part of the critical Data Analytics and Reporting platform in CGM we are pushing for quicker data delivery, self-serve analytics and innovation to help unlock opportunities in the CGM business</p>, '\n', <p>We're looking for talented, motivated Information System Engineer Graduates who can join us to offer great customer experiences. If you have a passion for data analytics and have an interest in finance then we want to hear from you.</p>, '\n', <p><strong>Development Opportunities<br/>
</strong>As a new graduate you will go through induction training.</p>, '\n', <p>Working side by side with senior engineers, trading and risk businesses, you will learn from highly experienced individuals that will develop and guide you on both technology and finance.</p>, '\n', <p><strong>Basic Qualifications </strong></p>, '\n', <ul>
<li>Computer Science or related field (recent graduate or expected graduation in early 2017)
</li><li>Computer Science/Information Systems fundamentals in Database Design </li><li>Computer Science/Information Systems fundamentals in Business Intelligence/Data Science
</li><li>Experience developing in SQL </li></ul>, '\n', <p><strong>Preferred Qualifications </strong></p>, '\n', <ul>
<li>Passion for Data analytics </li><li>Interest in finance, trading and risk </li></ul>, '\n', <p>If you match the above requirements and are looking to jump start your career then please apply directly or contact Shaun O'Neill at shaun.oneill@macquarie.com</p>, '\n', <p></p>, '\n', <p>The Corporate Operations Group (COG) brings together specialist support services including workplace, human resources, market operations and technology. COG's purpose is to drive operational excellence through business-aligned services with a focus on quality,
 cost and risk. COG comprises the following divisions: Business Improvement and Strategy, Business Services, Human Resources, Market Operations, and Technology.</p>, '\n', <p>Find out more about Macquarie careers at <a href=""http://www.macquarie.com/careers "" target=""_blank"">
www.macquarie.com/careers </a></p>, '\n', <p>Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our
 focus on high performance. If you're capable, motivated and can deliver, we want you on our team.</p>, '\n', <p></p>, '\n']",https://www.seek.com.au/job/33348151?type=standout&tier=no_tier&pos=152&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'\r\n          Senior BI Cognos Consultant - Contract - Immediate - Great Day Rates\r\n        ',b'Sydney'," CBD, Inner West & Eastern Suburbs",b'750 - 850+ pd NEG on Exp',b'Contract/Temp',Amplify Partners Pty Ltd - ,b'Information &amp; Communication Technology',"['\n', <div>We are looking for a <strong>Senior BI Cognos consultant/developer</strong> to join a passionate team working on a tier one project based in the CBD. This is a
<strong>contract opportunity</strong> with <strong>highly competitive rates</strong> for the right person <br/>
<br/>
</div>, '\n', <div> </div>, '\n', <div>You will be working with a leading business performance consultancy with a highly experienced team on a greenfield project. You will be proficient with the Cognos 10 toolset, having a solid understanding of relational and dimensional reporting models.
 The person will be responsible for implementing BI reporting solutions and framework /cube modelling to business requirement specifications.</div>, '\n', <div> </div>, '\n', <div>Since this is a Senior Consultant appointment, accordingly you will display a demonstrable aptitude for business intelligence solutions and be responsible for the analysis, design, development and delivery of solutions that meet and exceed client expectations.
  This is a genuine opportunity to be part of a team that willingly shares ideas and skills and deliver outstanding results.<br/>
<br/>
<br/>
<strong>Job Description:</strong><br/>
<ul>
<li>Develop simple and complex reports including list, crosstabs and charts with drill\-thru capabilities
</li><li><strong>Build dashboards using traditional and active reporting techniques</strong>
</li><li>Update and enhance existing framework manager &amp; OLAP models </li><li>Enhance existing reports based on new requirements </li><li>Performance tuning of reports, models and infrastructure </li><li>Assist in gathering requirements and author supporting documentation </li><li>Interact with business sponsors to plan scope and timescales for project </li></ul>
<strong>Technical Skill:</strong><br/>
<ul>
<li>Minimum 5 years experience in a Cognos development role </li><li>Proficient with reporting toolsets such as Report Studio, Query Studio, Analysis Studio, Event Studio and Business Insights Advanced
</li><li>Understand metadata modelling techniques \(Framework and OLAP\) </li><li>Proficient in SQL and relational databases such as Oracle </li><li>Understand data warehouse design theory </li><li>Experience with Cognos best practices &amp; methodologies </li><li>Experience with Rave Engine highly desireable but not essential </li></ul>
</div>, '\n', <div><strong>Personal Skills:</strong></div>, '\n', <div>
<ul>
<li>Proven ability to work well in a fast-paced and challenging technical environment, with ability to multitask whilst delivering high-quality solutions
</li><li>Ability to quickly understand issues and think through solutions </li><li>Highly motivated with an ability to work independently </li><li>Ability to perform data analysis and troubleshoot data integrity issues </li><li>Able to communicate effectively with other team members and business stakeholders
</li></ul>
<strong>Desirable Skills:</strong><br/>
<ul>
<li>Agile methodologies \- Jira, Kanban, Scrum </li><li>Understand Cognos server architecture and environment administration </li><li>Knowledge in TM1, Cognos SDK using Java or \.Net </li></ul>
This is an immediate need and an opportunity to join a great team in the CBD working on a great project with highly competitive rates on offer. Please click apply to submit your resume and a consultant will be in touch shortly.</div>, '\n']",https://www.seek.com.au/job/33345817?type=standard&tier=no_tier&pos=153&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'Full Stack C# Developer\r\n      ',b'Sydney'," CBD, Inner West & Eastern Suburbs",,b'Full Time',FIRESOFT Consulting - ,b'Information &amp; Communication Technology',"['\n', <p><strong>FIRESOFT Consulting</strong> is a multi-award winning consultancy having been recognised across Australia for excellence in small business and one of Australia's coolest places to work. Our people love working here and that passion really shines
 through when working with you. We're obsessed with shaking things up a bit to make working with a consultancy enjoyable, valuable and specifically tailored to YOU! We understand it can be stressful and challenging while trying to find a new job or build a
 team so we're here to be open, honest and transparent through the process; to educate you and support you as much as possible to ensure you're kicking goals - whatever those may be!
</p>, '\n', <p><strong>Our team plays in the following verticals (contract and permanent) :</strong> DevOps | Business Intelligence | Big Data | Analytics | Infrastructure | Engineering | Digital; iOS, Android, Front End Development, Back End Development, UX, UI, Research
 | Project Management | Change Management | AdOps | Service Delivery | </p>, '\n', <p><strong>Get Social with Us!</strong> | firesoft.com.au | facebook.com/firesoftconsulting |twitter.com/Firesoft_IT | linkedin.com/company/2596181/</p>, '\n', <p><br/>
This an exciting opportunity for a successful startup that is progressing it's digital offering on a daily basis. They are in need of a talented Full Stack C# developer to join their team as soon as possible. They are looking for a talented Developer, not a
 code monkey. If you feel like you have a creative approach to development then I think this is potentially the next role for you. The team is energetic, agile, fun and pretty social.<br/>
<br/>
The role is for a C# Developer that is passionate about technology. We don’t want you to pump out code, we need a candidate that loves to simplify code solutions. A candidate that’s most interested in cutting sleek code, minimizing the complexity and minimizing
 the need for maintenance.<br/>
<br/>
<strong>Required experience:</strong></p>, '\n', <ul>
<li>Design and Development experience on commercial websites</li><li>Must have fullstack .Net experience</li><li>Must have some .Net architectural knowledge</li><li>Very good at developing and maintaining websites</li><li>Experience with service-oriented architectures</li><li>Experience in working in an agile environment.</li></ul>, '\n', <p><br/>
<br/>
<strong>Technical experience:</strong></p>, '\n', <ul>
<li>C#</li><li>SQL Server 2008 and above</li><li>AWS</li><li>ASP.NET (WebForms / MVC)</li><li>HTML / CSS</li><li>Javascript, Angular, Node</li></ul>, '\n', <p><br/>
If you decide to apply please click the “apply now” button below. To keep up to date on DevOps feel free to join DevOps APAC on Linkedin. https://goo.gl/MGkYOs<br/>
https://twitter.com/DevOps_Rec</p>, '\n']",https://www.seek.com.au/job/33345389?type=standard&tier=no_tier&pos=154&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'Chief Financial Officer\r\n      ',b'Sydney',,,b'Full Time',Derwent Executive - ,b'CEO &amp; General Management',"['\n', <p style=""text-align:justify"">Our client is a newly established technology business that has developed an innovative technology platform supporting key elements of the real property market. The company aspires to transform the sector, with the offering having
 the potential to ‘disrupt’ market outcomes. The company will forge its own unique identity as it takes this technology solution to world markets.</p>, '\n', <p style=""text-align:justify""></p>, '\n', <p style=""text-align:justify"">The vacant position below will require proactive, forward-thinking candidates with ‘can do’ attitudes. Individuals must also display the energy and stamina to execute an aggressive, multi-faceted agenda across jurisdictions. The
 opportunities are predominantly Sydney based with the ability to travel to and from Perth.</p>, '\n', <p style=""text-align:justify""></p>, '\n', <p style=""text-align:justify""><strong>Chief Operating Officer/Chief Financial Officer
</strong></p>, '\n', <p style=""text-align:justify"">The Chief Operating Officer/Chief Financial Officer is a member of the senior executive management team and heavily involved in strategic planning and the implementation of business drivers and policies to increase the net worth
 of the organisation.<strong> </strong></p>, '\n', <p style=""text-align:justify"">This position is primarily responsible for:</p>, '\n', <ul>
<li>Ensuring financial operations and management platforms are effective in servicing business objectives and supporting anticipated growth.</li><li>Optimising the working capital position of the business to support objectives.</li><li>Developing business intelligence capability to generate valuable insights into the profitability and performance of the business.
</li><li>Supporting the identification, evaluation and execution of business development opportunities.</li><li>Optimising the culture of the Finance and Administration functions of the Company.</li></ul>, '\n', <p style=""text-align:justify"">Qualifications and experience required:</p>, '\n', <ul>
<li>Prior experience and demonstrated success in senior positions in accounting, finance, legal and commercial management.</li><li>Ability to build a high performing and multi-functional team.</li><li>Proven ability to steer senior management towards defined goals and objectives.</li><li>Proven experience within technology, management consulting or financial services industries.</li><li>Experience in governance, procurement and managing large contracts will be highly regarded as will</li><li>experience with Cloud orientated IT services and outsourcing.</li><li>Experience with transactions and interfacing with investors is preferable.</li></ul>, '\n', <p></p>, '\n', <p>Should you have enquiries about the role, please contact Sally Langer at Derwent Executive Perth on 08 9282 5250.</p>, '\n']",https://www.seek.com.au/job/33345352?type=standout&tier=no_tier&pos=155&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
Business-Intelligence,8,b'Analytics and Insights Manager\r\n    ',b'Sydney'," CBD, Inner West & Eastern Suburbs",,b'Full Time',Eagna Consulting - ,b'Information &amp; Communication Technology',"['\n', <p>We are looking for a Analytics and Insights Manager to head up our clients Analytics, Insights and BI  practice. This client specialises in licensing solutions across Australia and Internationally, working within a niche market segment with a wide range
 of clients this role will provide strategy and vision for the team.<br/>
<br/>
You will also be responsible for developing new and more efficient ways of analysing their data and supervising and mentoring other analysts. This role will ideally suit someone who is looking to grow their career in a dynamic and innovative environment.<br/>
 <br/>
Position responsibilities:</p>, '\n', <ul>
<li>Define, create and develop EIM strategy and vision for the business </li><li>Define client projects and data needs to support business objectives </li><li>Identify, scope and manage the analysis and interpretation of data. </li><li>Oversee the design and generation of reporting frameworks which provide performance metrics for client's programs
</li><li>Presentation of analytical projects and recommendations to clients and articulating the benefits of these insights
</li><li>Manage and supervise team including staff development plans and reviews </li><li>Coordinate UAT to ensure the overall efficiency, functionality and user friendliness of system enhancement/development</li></ul>, '\n', <p>Position requirements:</p>, '\n', <ul>
<li>Tertiary degree in Computer Science, Mathematics, Economics or similar </li><li>6+ years experience working with data to solve marketing or business problems
</li><li>Experience with cloud data platforms and online data services would be highly regarded.
</li><li>Experience developing an Enterprise Information Management framework to guide information governance, data management, analytics strategy and business intelligence
</li><li>Experience in managing and mentoring a team. </li><li>End to end project management experience </li><li>Experience deploying analytics projects into commercial products and building a product focused mindset within the analytics practice 
</li><li>Extensive experience with technologies such as R, SQL, Python, Yellowfin, AWS, NoSQL, Data Warehousing tools.
</li><li>Well-structured written and verbal communications </li><li>Experience creating technical and functional documentation<br/>
 </li></ul>, '\n', <p>If you are interested in this fantastic opportunity do not hesitate to apply by clicking on the link below. Alternatively, for a confidential discussion please call Alex Baker on 02 8249 8381.<br/>
<br/>
<br/>
 </p>, '\n']",https://www.seek.com.au/job/33344526?type=standout&tier=no_tier&pos=156&whereid=1000&userqueryid=fb5a62bdb0da69453d685092fd3d8543-0044836&ref=beta
